"No.","Time","Source","Destination","Protocol","Length","Info"
"189","1.415435","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=86342 Ack=46706 Win=61312 Len=1200 [TCP PDU reassembled in 203]"
"190","1.415512","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=46706 Ack=87542 Win=260992 Len=0"
"191","1.416190","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=87542 Ack=46706 Win=61312 Len=1200 [TCP PDU reassembled in 203]"
"192","1.416269","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=46706 Ack=88742 Win=262144 Len=0"
"193","1.421716","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=88742 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 203]"
"194","1.421718","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=89942 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 203]"
"195","1.421720","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=91142 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 203]"
"196","1.421721","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=92342 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 203]"
"197","1.421722","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=93542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 203]"
"198","1.421724","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=94742 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 203]"
"199","1.421725","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=95942 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 203]"
"200","1.421727","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=97142 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 203]"
"201","1.421728","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=98342 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 203]"
"202","1.421729","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=99542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 203]"
"203","1.421730","128.135.24.73","10.190.102.251","TLSv1.2","1254","Application Data"
"204","1.421732","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=101942 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 213]"
"205","1.421733","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=103142 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 213]"
"206","1.421734","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=104342 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 213]"
"207","1.421736","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=105542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 213]"
"208","1.421738","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=106742 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 213]"
"209","1.421739","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=107942 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 213]"
"210","1.421741","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=109142 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 213]"
"211","1.421742","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=110342 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 213]"
"212","1.421743","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=111542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 213]"
"213","1.421744","128.135.24.73","10.190.102.251","TLSv1.2","1254","Application Data"
"214","1.421746","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=113942 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 220]"
"215","1.421747","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=115142 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 220]"
"216","1.421748","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=116342 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 220]"
"217","1.421749","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=117542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 220]"
"218","1.421750","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=118742 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 220]"
"219","1.421752","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=119942 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 220]"
"220","1.421754","128.135.24.73","10.190.102.251","TLSv1.2","1254","Application Data"
"221","1.421882","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=46706 Ack=104342 Win=246592 Len=0"
"222","1.421953","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=46706 Ack=122342 Win=262144 Len=0"
"223","1.422523","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=122342 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 236]"
"224","1.422525","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=123542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 236]"
"225","1.422526","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=124742 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 236]"
"226","1.422528","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=125942 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 236]"
"227","1.422529","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=127142 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 236]"
"228","1.422531","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=128342 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 236]"
"229","1.422533","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=129542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 236]"
"230","1.422534","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=130742 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 236]"
"231","1.422535","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=131942 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 236]"
"232","1.422537","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=133142 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 236]"
"233","1.422539","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=134342 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 236]"
"234","1.422541","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=135542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 236]"
"235","1.422543","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=136742 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 236]"
"236","1.422545","128.135.24.73","10.190.102.251","TLSv1.2","1254","Application Data"
"237","1.422547","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=139142 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 254]"
"238","1.422549","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=140342 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 254]"
"239","1.422550","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=141542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 254]"
"240","1.422552","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=142742 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 254]"
"241","1.422553","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=143942 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 254]"
"242","1.422655","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=145142 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 254]"
"243","1.422657","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=146342 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 254]"
"244","1.422675","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=46706 Ack=145142 Win=262144 Len=0"
"245","1.422680","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=46706 Ack=147542 Win=262144 Len=0"
"246","1.423811","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=147542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 254]"
"247","1.423834","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=46706 Ack=147542 Win=262144 Len=1200 [TCP PDU reassembled in 249]"
"248","1.423835","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=47906 Ack=147542 Win=262144 Len=1200 [TCP PDU reassembled in 249]"
"249","1.423844","10.190.102.251","128.135.24.73","TLSv1.2","894","Application Data"
"250","1.423862","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=49946 Ack=148742 Win=262144 Len=0"
"251","1.433731","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=148742 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 254]"
"252","1.433733","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=149942 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 254]"
"253","1.433735","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=151142 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 254]"
"254","1.433737","128.135.24.73","10.190.102.251","TLSv1.2","1254","Application Data"
"255","1.433739","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=153542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 258]"
"256","1.433740","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=154742 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 258]"
"257","1.433742","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=155942 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 258]"
"258","1.433744","128.135.24.73","10.190.102.251","TLSv1.2","1254","Application Data"
"259","1.433745","128.135.24.73","10.190.102.251","TLSv1.2","1254","Application Data, Application Data"
"260","1.433747","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=159542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 286]"
"261","1.433749","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=160742 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 286]"
"262","1.433751","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=161942 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 286]"
"263","1.433752","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=163142 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 286]"
"264","1.433754","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=164342 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 286]"
"265","1.433756","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=165542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 286]"
"266","1.433757","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=166742 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 286]"
"267","1.433759","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=167942 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 286]"
"268","1.433761","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=169142 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 286]"
"269","1.433762","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=170342 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 286]"
"270","1.433764","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=171542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 286]"
"271","1.433766","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=172742 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 286]"
"272","1.433767","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=173942 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 286]"
"273","1.434247","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=49946 Ack=175142 Win=262144 Len=0"
"274","1.435640","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=49946 Ack=175142 Win=262144 Len=1200 [TCP PDU reassembled in 276]"
"275","1.435641","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=51146 Ack=175142 Win=262144 Len=1200 [TCP PDU reassembled in 276]"
"276","1.435649","10.190.102.251","128.135.24.73","TLSv1.2","894","Application Data"
"277","1.453061","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=53186 Ack=175142 Win=262144 Len=1200 [TCP PDU reassembled in 279]"
"278","1.453062","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=54386 Ack=175142 Win=262144 Len=1200 [TCP PDU reassembled in 279]"
"279","1.453072","10.190.102.251","128.135.24.73","TLSv1.2","868","Application Data"
"280","1.456631","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=56400 Ack=175142 Win=262144 Len=1200 [TCP PDU reassembled in 282]"
"281","1.456632","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=57600 Ack=175142 Win=262144 Len=1200 [TCP PDU reassembled in 282]"
"282","1.456638","10.190.102.251","128.135.24.73","TLSv1.2","868","Application Data"
"283","1.461063","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=59614 Ack=175142 Win=262144 Len=1200 [TCP PDU reassembled in 285]"
"284","1.461064","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=60814 Ack=175142 Win=262144 Len=1200 [TCP PDU reassembled in 285]"
"285","1.461072","10.190.102.251","128.135.24.73","TLSv1.2","876","Application Data"
"286","1.504681","128.135.24.73","10.190.102.251","TLSv1.2","1254","Application Data"
"287","1.504683","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=176342 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 305]"
"288","1.504684","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=177542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 305]"
"289","1.504779","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=62836 Ack=178742 Win=262144 Len=0"
"290","1.505514","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=178742 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 305]"
"291","1.505515","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=179942 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 305]"
"292","1.505517","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=181142 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 305]"
"293","1.505591","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=62836 Ack=182342 Win=262144 Len=0"
"294","1.506658","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=182342 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 305]"
"295","1.507774","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=183542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 305]"
"296","1.507811","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=62836 Ack=184742 Win=396544 Len=0"
"297","1.509331","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=184742 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 305]"
"298","1.509332","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=185942 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 305]"
"299","1.509387","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=62836 Ack=187142 Win=397760 Len=0"
"300","1.510894","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=187142 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 305]"
"301","1.511668","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=188342 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 305]"
"302","1.511710","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=62836 Ack=189542 Win=397760 Len=0"
"303","1.516937","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=189542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 305]"
"304","1.516939","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=190742 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 305]"
"305","1.516941","128.135.24.73","10.190.102.251","TLSv1.2","1254","Application Data, Application Data"
"306","1.516943","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=193142 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 319]"
"307","1.516944","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=194342 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 319]"
"308","1.516946","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=195542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 319]"
"309","1.516947","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=196742 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 319]"
"310","1.516949","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=197942 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 319]"
"311","1.516950","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=199142 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 319]"
"312","1.516952","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=200342 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 319]"
"313","1.516953","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=201542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 319]"
"314","1.516955","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=202742 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 319]"
"315","1.516956","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=203942 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 319]"
"316","1.516958","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=205142 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 319]"
"317","1.516960","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=206342 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 319]"
"318","1.516961","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=207542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 319]"
"319","1.516963","128.135.24.73","10.190.102.251","TLSv1.2","1254","Application Data"
"320","1.516965","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=209942 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 333]"
"321","1.516967","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=211142 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 333]"
"322","1.516968","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=212342 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 333]"
"323","1.516970","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=213542 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 333]"
"324","1.516971","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=214742 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 333]"
"325","1.516972","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=215942 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 333]"
"326","1.516974","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=217142 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 333]"
"327","1.516975","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=218342 Ack=46706 Win=64128 Len=1200 [TCP PDU reassembled in 333]"
